Year,Department,Student Name,Enrollement ID,Graduation Type,Gender,Campus (On/Off),Company,Company Type,Position,CTC,Student Rejection
2019-01-01,Tamil,SHAHZADI,Student02711,UG,Male,No,Accenture,BPO,Process Executive,,
2019-01-01,Tamil,SHAILENDRA SINGH RAJPUT,Student02712,UG,Male,No,Accenture,BPO,Process Executive,,
2018-01-01,Tamil,SHAILESH VERMA,Student02713,UG,Male,No,TCS,BPO,Process Executive,,
2018-01-01,Tamil,SHAKEELA BANOO,Student02717,UG,Male,No,TCS,BPO,Process Executive,,
2018-01-01,Tamil,SHAKTI KAPOOR,Student02720,UG,Male,No,TCS,BPO,Process Executive,,
2018-01-01,Tamil,SHAKUN BATRA,Student02723,UG,Male,No,TCS,BPO,Process Executive,,
2018-01-01,Tamil,SHAMMI KAPOOR,Student02729,UG,Male,No,TCS,BPO,Process Executive,,
2018-01-01,Tamil,SHANKAR SRI KUMAR,Student02731,UG,Male,No,TCS,BPO,Process Executive,,
2018-01-01,Tamil,SHANKHADEEP,Student02733,UG,Male,No,TCS,BPO,Process Executive,,
2018-01-01,Tamil,SHANTANU ANANT TAMBE,Student02734,UG,Male,No,TCS,BPO,Process Executive,,
2019-01-01,Zoology,MASUM ALI KHAN,Student02739,PG,Male,No,NIKE,CORE,Jr Engineer ,,
2019-01-01,Zoology,MATT FLYNN,Student02740,PG,Male,No,NIKE,CORE,Jr Engineer ,,
2017-01-01,Tamil,SHARAN SHARMA,Student02741,UG,Male,No,Accenture,BPO,Process Executive,,
2019-01-01,Zoology,LEKISHA,Student02745,PG,Female,No,NIKE,CORE,Jr Engineer ,,
2019-01-01,Zoology,LOHITA,Student02747,PG,Female,No,NIKE,CORE,Jr Engineer ,,
2019-01-01,Zoology,LOUKYA,Student02749,PG,Female,No,NIKE,CORE,Jr Engineer ,,
2019-01-01,Zoology,MAANYATA,Student02752,PG,Female,No,NIKE,CORE,Jr Engineer ,,
2019-01-01,Zoology,MASTER VITHAL,Student02755,PG,Male,No,NIKE,CORE,Jr Engineer ,,
2019-01-01,Zoology,MAURICE,Student02759,PG,Male,No,NIKE,CORE,Jr Engineer ,,
2019-01-01,Botany,NAVI BHANGU,Student02764,PG,Male,No,AthenaHealth,CORE,Associate Engineer,,
2017-01-01,Tamil,SHEIKH FATTELAL,Student02765,UG,Male,No,Accenture,BPO,Process Executive,,
2018-01-01,Tamil,SHEKHAR SIRRINN,Student02769,PG,Male,No,TCS,BPO,Process Executive,,
2018-01-01,Tamil,SHER JUNG SINGH,Student02773,PG,Male,No,TCS,BPO,Process Executive,,
2018-01-01,Tamil,SHIKHA DEWAN,Student02777,PG,Male,No,TCS,BPO,Process Executive,,
2018-01-01,Tamil,SHILPA RANADE,Student02779,PG,Male,No,TCS,BPO,Process Executive,,
2017-01-01,Tamil,SHIVA NARAAIN,Student02790,PG,Male,No,Accenture,BPO,Process Executive,,
2017-01-01,Tamil,SHIVAJI LOTAN PATIL,Student02794,PG,Male,No,Accenture,BPO,Process Executive,,
2017-01-01,Tamil,SHIVENDRA SINGH DUNGARPUR,Student02798,PG,Male,No,Accenture,BPO,Process Executive,,
2017-01-01,Tamil,SHIVRAM YADAV,Student02799,PG,Male,No,Accenture,BPO,Process Executive,,
2017-01-01,Tamil,SHOBHNA SAMARTH,Student02800,PG,Male,No,Accenture,BPO,Process Executive,,
2017-01-01,Tamil,SHOIB NIKASH SHAH,Student02801,PG,Male,No,Accenture,BPO,Process Executive,,
2017-01-01,Tamil,SHOMU MUKHERJEE,Student02804,PG,Male,No,Accenture,BPO,Process Executive,,
2017-01-01,Tamil,SHRABANI DEODHAR,Student02809,PG,Male,No,Accenture,BPO,Process Executive,,
2017-01-01,Tamil,SHRAVANKUMAR TIWARI,Student02811,PG,Male,No,Accenture,BPO,Process Executive,,
2017-01-01,Tamil,SHREE NATH PATANKAR,Student02813,PG,Male,No,Accenture,BPO,Process Executive,,
2017-01-01,Tamil,SHUBHRADEEP CHAKRAVORTY,Student02816,PG,Male,No,Accenture,BPO,Process Executive,,
2019-01-01,History,SHYAM RALHAN,Student02821,UG,Male,No,Accenture,BPO,Process Executive,,
2019-01-01,History,SHYAM RAMSAY,Student02822,UG,Male,No,Accenture,BPO,Process Executive,,
2019-01-01,History,SHYAM RANJANKAR,Student02823,UG,Male,No,Accenture,BPO,Process Executive,,
2019-01-01,History,SHYAMA,Student02825,UG,Male,No,Accenture,BPO,Process Executive,,
2019-01-01,History,SIBTAIN FAZLI,Student02826,UG,Male,No,Accenture,BPO,Process Executive,,
2019-01-01,History,SIBTE HASSAN RIZVI,Student02827,UG,Male,No,Accenture,BPO,Process Executive,,
2019-01-01,History,SIDDHARTH ANAND,Student02828,UG,Male,No,Accenture,BPO,Process Executive,,
2019-01-01,History,SIDDIQUE,Student02831,UG,Male,No,Accenture,BPO,Process Executive,,
2019-01-01,History,SIDHESWAR SHUKLA,Student02834,UG,Male,No,Accenture,BPO,Process Executive,,
2019-01-01,History,SIMRAN,Student02838,UG,Male,No,Accenture,BPO,Process Executive,,
2019-01-01,History,SIVARANJINI,Student02842,UG,Male,No,Accenture,BPO,Process Executive,,
2019-01-01,History,SM YUSUF,Student02843,UG,Male,No,Accenture,BPO,Process Executive,,
2019-01-01,History,SNEHA TAURANI,Student02845,UG,Male,No,Accenture,BPO,Process Executive,,
2019-01-01,History,SOHAIL KHAN,Student02847,UG,Male,No,Accenture,BPO,Process Executive,,
2019-01-01,History,SOHAN ROY,Student02849,UG,Male,No,Accenture,BPO,Process Executive,,
2019-01-01,History,SOHRAB MODI,Student02851,UG,Male,No,Accenture,BPO,Process Executive,,
2018-01-01,History,SORABJI KERAWALA,Student02857,UG,Male,No,Accenture,BPO,Process Executive,,
2018-01-01,History,SOUJAN JOSSEPH,Student02858,UG,Male,No,Accenture,BPO,Process Executive,,
2018-01-01,History,SOUMENDRA PADHI,Student02859,UG,Male,No,Accenture,BPO,Process Executive,,
2018-01-01,History,SOUMITRA RANADE,Student02861,UG,Male,No,Accenture,BPO,Process Executive,,
2018-01-01,History,SOURABH SHRIVASTAVA,Student02864,UG,Male,No,Accenture,BPO,Process Executive,,
2018-01-01,History,SOURAV SARANGI,Student02865,UG,Male,No,Accenture,BPO,Process Executive,,
2018-01-01,History,SRIDHAR REDDY,Student02870,UG,Male,No,Accenture,BPO,Process Executive,,
2018-01-01,History,SRIJIT MUKHERJI,Student02871,UG,Male,No,Accenture,BPO,Process Executive,,
2018-01-01,History,SRIPATHI PANDITHARADHYULA RAJARAM,Student02876,UG,Male,No,Accenture,BPO,Process Executive,,
2018-01-01,History,SRIPRIYA,Student02878,UG,Male,No,Accenture,BPO,Process Executive,,
2018-01-01,History,SRIRAM RAGHAVAN,Student02879,UG,Male,No,Accenture,BPO,Process Executive,,
2018-01-01,History,SRIRAMULU NAIDU S.M.,Student02880,UG,Male,No,Accenture,BPO,Process Executive,,
2018-01-01,History,STEVEN LAKE,Student02883,UG,Male,No,Accenture,BPO,Process Executive,,
2018-01-01,History,STEVEN PIMLOTT,Student02884,UG,Male,No,Accenture,BPO,Process Executive,,
2018-01-01,History,STEVEN ROY THOMAS,Student02885,UG,Male,No,Accenture,BPO,Process Executive,,
2018-01-01,History,SUBHASH KAPOOR,Student02888,UG,Male,No,Accenture,BPO,Process Executive,,
2018-01-01,History,SUBHASH SONIK,Student02889,UG,Male,No,Accenture,BPO,Process Executive,,
2018-01-01,History,SUDESH ISSAR,Student02895,UG,Male,No,Accenture,BPO,Process Executive,,
2018-01-01,History,SUDESHNA BANERJEE,Student02896,UG,Male,No,Accenture,BPO,Process Executive,,
2019-01-01,Botany,DILEEP  B P,Student02904,PG,Male,No,AthenaHealth,CORE,Associate Engineer,,
2019-01-01,Botany,GANDHARAJA,Student02908,PG,Female,No,AthenaHealth,CORE,Associate Engineer,,
2019-01-01,Botany,GATITA,Student02912,PG,Female,No,AthenaHealth,CORE,Associate Engineer,,
2019-01-01,Botany,GAUHAR,Student02913,PG,Female,No,AthenaHealth,CORE,Associate Engineer,,
2019-01-01,Botany,GAURI,Student02914,PG,Female,No,AthenaHealth,CORE,Associate Engineer,,
2019-01-01,Botany,GHAADA,Student02916,PG,Female,No,AthenaHealth,CORE,Associate Engineer,,
2017-01-01,History,SUMAN GANGULI,Student02917,UG,Male,No,Accenture,BPO,Process Executive,,
2019-01-01,Botany,AROGYA ALWIN  J ,Student02918,PG,Male,No,AthenaHealth,CORE,Associate Engineer,,
2017-01-01,History,SUMEET CHAWLA,Student02921,UG,Male,No,TCS,BPO,Process Executive,,
2019-01-01,Botany,DILEEP  B P,Student02925,PG,Male,No,AthenaHealth,CORE,Associate Engineer,,
2019-01-01,Botany,DILEEP  S,Student02926,PG,Male,No,AthenaHealth,CORE,Associate Engineer,,
2017-01-01,History,SUNIL KUMAR,Student02936,UG,Male,No,TCS,BPO,Process Executive,,
2019-01-01,Chemistry,MUKESH SAIGAL,Student02937,PG,Male,No,L&T,Manufacturing,Jr Engineer ,,
2018-01-01,History,SUNNY DEOL,Student02949,PG,Male,No,Accenture,BPO,Process Executive,,
2018-01-01,History,SUPARN VARMA,Student02950,PG,Male,No,Accenture,BPO,Process Executive,,
2018-01-01,History,SURAJ PRAKASH,Student02955,PG,Male,No,Accenture,BPO,Process Executive,,
2018-01-01,History,SURENDRA MOHAN,Student02958,PG,Male,No,Accenture,BPO,Process Executive,,
2017-01-01,History,SURESH KUMAR,Student02965,PG,Male,No,TCS,BPO,Process Executive,,
2017-01-01,History,SURJIT GILL,Student02968,PG,Male,No,TCS,BPO,Process Executive,,
2017-01-01,History,SURYA LAKKOJU,Student02969,PG,Male,No,TCS,BPO,Process Executive,,
2017-01-01,History,SURYAKANT TYAGI,Student02971,PG,Male,No,TCS,BPO,Process Executive,,
2017-01-01,History,SUSHEEL GAJWANI,Student02974,PG,Male,No,TCS,BPO,Process Executive,,
2017-01-01,History,SUSHIKAILASH,Student02975,PG,Male,No,TCS,BPO,Process Executive,,
2017-01-01,History,SUSHIL MAJUMDAR,Student02976,PG,Male,No,TCS,BPO,Process Executive,,
2019-01-01,Political Science,SUZAD IQBAL KHAN,Student02982,UG,Male,No,Accenture,BPO,Process Executive,,
2019-01-01,Political Science,SVATI CHAKRAVARTY BHATKAL,Student02983,UG,Male,No,Accenture,BPO,Process Executive,,
2019-01-01,Political Science,SWABRI ABDULKHADER KHASIM,Student02984,UG,Male,No,Accenture,BPO,Process Executive,,
2019-01-01,Political Science,SWAPAN SAHA,Student02987,UG,Male,No,Accenture,BPO,Process Executive,,
2019-01-01,Political Science,SWAROOP KANCHI,Student02989,UG,Male,No,Accenture,BPO,Process Executive,,
2019-01-01,Political Science,SWAROOP KUMAR,Student02990,UG,Male,No,Accenture,BPO,Process Executive,,
2019-01-01,Political Science,T. HARIHARAN,Student02996,UG,Male,No,Accenture,BPO,Process Executive,,
2019-01-01,Political Science,T. RAJEEVNATH,Student02998,UG,Male,No,Accenture,BPO,Process Executive,,
2019-01-01,Political Science,T.L.V. PRASAD,Student02999,UG,Male,No,Accenture,BPO,Process Executive,,
2019-01-01,Political Science,T.P. JHUNJHUNWALA,Student03001,UG,Male,No,Accenture,BPO,Process Executive,,
2019-01-01,Political Science,T.R. RAJAKUMARI,Student03003,UG,Male,No,Accenture,BPO,Process Executive,,
2019-01-01,Political Science,T.R. SUNDARAM,Student03004,UG,Male,No,Accenture,BPO,Process Executive,,
2019-01-01,Political Science,TAIMUR BRHRAMSHAH,Student03007,UG,Male,No,Accenture,BPO,Process Executive,,
2018-01-01,Political Science,TALAT JANI,Student03009,UG,Male,No,Accenture,BPO,Process Executive,,
2018-01-01,Political Science,TAMMU HASAN,Student03011,UG,Male,No,Accenture,BPO,Process Executive,,
2018-01-01,Political Science,TANUJ BHRAMAR,Student03012,UG,Male,No,Accenture,BPO,Process Executive,,
2018-01-01,Political Science,TANVIR AHMAD,Student03016,UG,Male,No,Accenture,BPO,Process Executive,,
2018-01-01,Political Science,TANYA OBEROI,Student03018,UG,Male,No,Accenture,BPO,Process Executive,,
2018-01-01,Political Science,TARIQ BHAT,Student03023,UG,Male,No,Accenture,BPO,Process Executive,,
2018-01-01,Political Science,TARIQ KHAN,Student03024,UG,Male,No,Accenture,BPO,Process Executive,,
2018-01-01,Political Science,TARIQ SHAH,Student03025,UG,Male,No,Accenture,BPO,Process Executive,,
2018-01-01,Political Science,TARUN RAJ,Student03031,UG,Male,No,Accenture,BPO,Process Executive,,
2018-01-01,Political Science,TARUN RASTOGI,Student03032,UG,Male,No,Accenture,BPO,Process Executive,,
2018-01-01,Political Science,TARUN S BISHT,Student03033,UG,Male,No,Accenture,BPO,Process Executive,,
2018-01-01,Political Science,TEJ SARAN,Student03038,UG,Male,No,Accenture,BPO,Process Executive,,
2018-01-01,Political Science,THIRU,Student03040,UG,Male,No,Accenture,BPO,Process Executive,,
2018-01-01,Political Science,TILAK,Student03043,UG,Male,No,Accenture,BPO,Process Executive,,
2018-01-01,Political Science,TINNU ANAND,Student03044,UG,Male,No,Accenture,BPO,Process Executive,,
2017-01-01,Political Science,TRINAYAN SHARMA,Student03050,UG,Male,No,TCS,BPO,Process Executive,,
2017-01-01,Political Science,U.C. ROSHAN,Student03053,UG,Male,No,TCS,BPO,Process Executive,,
2017-01-01,Political Science,UDWADIA,Student03056,UG,Male,No,TCS,BPO,Process Executive,,
2019-01-01,Chemistry,ARSHPREET,Student03057,PG,Female,No,L&T,Manufacturing,Jr Engineer ,,
2019-01-01,Chemistry,ASHIKA,Student03058,PG,Female,No,L&T,Manufacturing,Jr Engineer ,,
2017-01-01,Political Science,UJJWAL SINGH,Student03059,UG,Male,No,TCS,BPO,Process Executive,,
2017-01-01,Political Science,UTPALENDU CHAKRABARTY,Student03067,UG,Male,No,Accenture,BPO,Process Executive,,
2017-01-01,Political Science,V.J. AMBILY,Student03077,UG,Male,No,Accenture,BPO,Process Executive,,
2019-01-01,Commerce,KANTILAL DAVE,Student03080,PG,Male,No,BNY Mellon,BPO,Process Executive,,
2017-01-01,Political Science,V.V. RAMANA,Student03082,UG,Male,No,Accenture,BPO,Process Executive,,
2019-01-01,Commerce,KANWAR JAGDISH,Student03083,PG,Male,No,BNY Mellon,BPO,Process Executive,,
2017-01-01,Political Science,VAISHNAVI SUNDAR,Student03085,UG,Male,No,Accenture,BPO,Process Executive,,
2017-01-01,Political Science,VAN MAXIMILIAN CARLSON,Student03087,UG,Male,No,Accenture,BPO,Process Executive,,
2018-01-01,Political Science,VARALAKSHMI G.,Student03090,PG,Male,No,Accenture,BPO,Process Executive,,
2018-01-01,Political Science,VARUN MIDDHA,Student03093,PG,Male,No,Accenture,BPO,Process Executive,,
2018-01-01,Political Science,VASANT JOGLEKAR,Student03095,PG,Male,No,Accenture,BPO,Process Executive,,
2018-01-01,Political Science,VASANT R. PATEL,Student03099,PG,Male,No,Accenture,BPO,Process Executive,,
2018-01-01,Political Science,VED RAHI,Student03101,PG,Male,No,Accenture,BPO,Process Executive,,
2018-01-01,Political Science,VENKATESH DAGGUBATI,Student03106,PG,Male,No,Accenture,BPO,Process Executive,,
2018-01-01,Political Science,VENKATESH KUMAR,Student03107,PG,Male,No,Accenture,BPO,Process Executive,,
2017-01-01,Political Science,VICKY RANAWAT,Student03111,PG,Male,No,Accenture,BPO,Process Executive,,
2017-01-01,Political Science,VIDHU RASHMI JAIN,Student03114,PG,Male,No,Accenture,BPO,Process Executive,,
2017-01-01,Political Science,VIJAY KAUL,Student03122,PG,Male,No,Accenture,BPO,Process Executive,,
2017-01-01,Political Science,VIJAY KRISHNA ACHARYA,Student03124,PG,Male,No,Accenture,BPO,Process Executive,,
2017-01-01,Political Science,VIJAY RATTAN,Student03128,PG,Male,No,Accenture,BPO,Process Executive,,
2017-01-01,Political Science,VIJAY SHARMA,Student03133,PG,Male,No,Accenture,BPO,Process Executive,,
2017-01-01,Political Science,VIJAYAKANTH,Student03137,PG,Male,No,Accenture,BPO,Process Executive,,
2019-01-01,Economics,VIKAS DESAI,Student03141,UG,Male,No,BNY Mellon,BPO,Process Executive,,
2019-01-01,Economics,VIKRAM BHATT,Student03143,UG,Male,No,BNY Mellon,BPO,Process Executive,,
2019-01-01,Economics,VIKRAM K. KUMAR,Student03144,UG,Male,No,BNY Mellon,BPO,Process Executive,,
2019-01-01,Economics,VIMAL KUMAR,Student03150,UG,Male,No,BNY Mellon,BPO,Process Executive,,
2019-01-01,Economics,VINAY APTE,Student03153,UG,Male,No,BNY Mellon,BPO,Process Executive,,
2019-01-01,Economics,VINAY SHUKLA,Student03154,UG,Male,No,BNY Mellon,BPO,Process Executive,,
2019-01-01,Economics,VINEET RANE,Student03156,UG,Male,No,BNY Mellon,BPO,Process Executive,,
2019-01-01,Economics,VINOD ALVA,Student03157,UG,Male,No,BNY Mellon,BPO,Process Executive,,
2019-01-01,Economics,VINOD DESAI,Student03158,UG,Male,No,BNY Mellon,BPO,Process Executive,,
2019-01-01,Economics,VINOD MUKHI,Student03162,UG,Male,No,BNY Mellon,BPO,Process Executive,,
2019-01-01,Economics,VIPIN K SETHIE,Student03165,UG,Male,No,BNY Mellon,BPO,Process Executive,,
2019-01-01,Economics,VIPUL AMRUTLAL SHAH,Student03167,UG,Male,No,BNY Mellon,BPO,Process Executive,,
2019-01-01,Economics,VIRAG MISHRA,Student03168,UG,Male,No,BNY Mellon,BPO,Process Executive,,
2019-01-01,Economics,VIRENDRA RATHORE,Student03170,UG,Male,No,BNY Mellon,BPO,Process Executive,,
2019-01-01,Economics,VIRENDRA SAINI,Student03171,UG,Male,No,BNY Mellon,BPO,Process Executive,,
2019-01-01,Economics,VIRENDRA SHARMA,Student03172,UG,Male,No,BNY Mellon,BPO,Process Executive,,
2018-01-01,Economics,VISHAL MAHADKAR,Student03178,UG,Male,No,BNY Mellon,BPO,Process Executive,,
2018-01-01,Economics,VISHNUPANT GOVIND DAMLE,Student03182,UG,Male,No,BNY Mellon,BPO,Process Executive,,
2018-01-01,Economics,VISHWAMITRA,Student03187,UG,Male,No,BNY Mellon,BPO,Process Executive,,
2018-01-01,Economics,VISHWANATH BATCHU,Student03188,UG,Male,No,BNY Mellon,BPO,Process Executive,,
2018-01-01,Economics,VISHWAS PAANDYA,Student03189,UG,Male,No,BNY Mellon,BPO,Process Executive,,
2018-01-01,Economics,VITHALDAS PANCHOTIA,Student03191,UG,Male,No,BNY Mellon,BPO,Process Executive,,
2018-01-01,Economics,VIVEK ANCHALIA,Student03194,UG,Male,No,BNY Mellon,BPO,Process Executive,,
2018-01-01,Economics,VIVEK SHARAMA,Student03197,UG,Male,No,BNY Mellon,BPO,Process Executive,,
2018-01-01,Economics,VRAJMOHAN PATHAK,Student03199,UG,Male,No,BNY Mellon,BPO,Process Executive,,
2018-01-01,Economics,WILLIAM HUNT,Student03204,UG,Male,No,BNY Mellon,BPO,Process Executive,,
2018-01-01,Economics,WILSON LOUIS,Student03205,UG,Male,No,BNY Mellon,BPO,Process Executive,,
2018-01-01,Economics,YASH BABU,Student03208,UG,Male,No,BNY Mellon,BPO,Process Executive,,
2018-01-01,Economics,YASH CHOPRA,Student03209,UG,Male,No,BNY Mellon,BPO,Process Executive,,
2018-01-01,Economics,YASHPAL SHARMA,Student03213,UG,Male,No,BNY Mellon,BPO,Process Executive,,
2018-01-01,Economics,YESHWANT PETHKAR,Student03215,UG,Male,No,BNY Mellon,BPO,Process Executive,,
2018-01-01,Economics,YOGESH ISHWAR,Student03220,UG,Male,No,BNY Mellon,BPO,Process Executive,,
2018-01-01,Economics,YOGESH PAGARE,Student03221,UG,Male,No,BNY Mellon,BPO,Process Executive,,
2018-01-01,Economics,YOGESH RAJ MISHRA,Student03222,UG,Male,No,BNY Mellon,BPO,Process Executive,,
2017-01-01,Economics,YOGESH SHAHU,Student03223,UG,Male,No,BNY Mellon,BPO,Process Executive,,
2017-01-01,Economics,YUSUF NAQVI,Student03229,UG,Male,No,BNY Mellon,BPO,Process Executive,,
2019-01-01,Commerce,KASHMERA SHAH,Student03237,PG,Male,No,BNY Mellon,BPO,Process Executive,,
2019-01-01,Commerce,KAUSHALRAJ BATRA,Student03239,PG,Male,No,BNY Mellon,BPO,Process Executive,,
2017-01-01,Economics,NAVINCHANDRA,Student03241,UG,Male,No,BNY Mellon,BPO,Process Executive,,
2019-01-01,Commerce,KAVI RAJESH,Student03243,PG,Male,No,BNY Mellon,BPO,Process Executive,,
2017-01-01,Economics,NEERAJ GHAYWAN,Student03246,UG,Male,No,BNY Mellon,BPO,Process Executive,,
2019-01-01,Commerce,TAPATI,Student03247,PG,Female,No,BNY Mellon,BPO,Process Executive,,
2019-01-01,Commerce,SADVITA,Student03254,PG,Female,No,BNY Mellon,BPO,Process Executive,,
2019-01-01,Commerce,SAHIRA,Student03257,PG,Female,No,BNY Mellon,BPO,Process Executive,,
2019-01-01,Commerce,SAJAG,Student03260,PG,Female,No,BNY Mellon,BPO,Process Executive,,
2019-01-01,Commerce,SAKHEE,Student03261,PG,Female,No,BNY Mellon,BPO,Process Executive,,
2019-01-01,Commerce,SAMEENA,Student03263,PG,Female,No,BNY Mellon,BPO,Process Executive,,
2017-01-01,Economics,NILITA VACHANI,Student03265,UG,Male,No,BNY Mellon,BPO,Process Executive,,
2019-01-01,Commerce,SARASVATI,Student03266,PG,Female,No,BNY Mellon,BPO,Process Executive,,
2017-01-01,Economics,NIRANJ MENON,Student03268,UG,Male,No,BNY Mellon,BPO,Process Executive,,
2017-01-01,Economics,NIREN LAHIRI,Student03272,UG,Male,No,BNY Mellon,BPO,Process Executive,,
2019-01-01,Commerce,SETHULAKSHMI,Student03276,PG,Female,No,BNY Mellon,BPO,Process Executive,,
2019-01-01,Economics,P. ANIL,Student03280,PG,Male,No,BNY Mellon,BPO,Process Executive,,
2018-01-01,Economics,NITIN BOSE,Student03281,PG,Male,No,BNY Mellon,BPO,Process Executive,,
2018-01-01,Economics,NITIN CHANDRA,Student03282,PG,Male,No,BNY Mellon,BPO,Process Executive,,
2018-01-01,Economics,NOOR MOHAMMAD CHARLIE,Student03287,PG,Male,No,BNY Mellon,BPO,Process Executive,,
2018-01-01,Economics,NURJAHAN,Student03290,PG,Male,No,BNY Mellon,BPO,Process Executive,,
2018-01-01,Economics,OJASWWEE SHARMA,Student03294,PG,Male,No,BNY Mellon,BPO,Process Executive,,
2018-01-01,Economics,OM RAUT,Student03296,PG,Male,No,BNY Mellon,BPO,Process Executive,,
2018-01-01,Economics,OMUNG KUMAR,Student03298,PG,Male,No,BNY Mellon,BPO,Process Executive,,
2017-01-01,Economics,P. SUBRAMANIAM,Student03310,PG,Male,No,BNY Mellon,BPO,Process Executive,,
2017-01-01,Economics,P.C. BARUA,Student03314,PG,Male,No,BNY Mellon,BPO,Process Executive,,
2017-01-01,Economics,P.D. SHENOY,Student03315,PG,Male,No,BNY Mellon,BPO,Process Executive,,
2017-01-01,Economics,P.R.S. BABU,Student03318,PG,Male,No,BNY Mellon,BPO,Process Executive,,
2017-01-01,Economics,PADMAKUMAR NARASIMHAMURTHY,Student03322,PG,Male,No,BNY Mellon,BPO,Process Executive,,
2017-01-01,Economics,PANKAJ KUMAR,Student03329,PG,Male,No,BNY Mellon,BPO,Process Executive,,
2017-01-01,Economics,PANKAJ PRAKASH,Student03331,PG,Male,No,BNY Mellon,BPO,Process Executive,,
2017-01-01,Economics,PANNALAL GHOSH,Student03334,PG,Male,No,BNY Mellon,BPO,Process Executive,,
2019-01-01,Philosophy,PAPPU SHARMA,Student03336,UG,Male,No,Infosys,BPO,Associate Data Analyst,,
2019-01-01,Philosophy,PARAM SIVAN,Student03339,UG,Male,No,Infosys,BPO,Associate Data Analyst,,
2019-01-01,Philosophy,PARASURAM,Student03340,UG,Male,No,Infosys,BPO,Associate Data Analyst,,
2019-01-01,Philosophy,PARESH PATEL,Student03342,UG,Male,No,Infosys,BPO,Associate Data Analyst,,
2019-01-01,Philosophy,PARESH VINODRAY SAVANI,Student03343,UG,Male,No,Infosys,BPO,Associate Data Analyst,,
2019-01-01,Philosophy,PARMEET SETHI,Student03344,UG,Male,No,Infosys,BPO,Associate Data Analyst,,
2019-01-01,Philosophy,PARO DEVI,Student03345,UG,Male,No,Infosys,BPO,Associate Data Analyst,,
2019-01-01,Philosophy,PARTHA SARKAR,Student03347,UG,Male,No,Infosys,BPO,Associate Data Analyst,,
2019-01-01,Philosophy,PARTHO GHOSH,Student03348,UG,Male,No,Infosys,BPO,Associate Data Analyst,,
2019-01-01,Philosophy,PATTANNA,Student03351,UG,Male,No,Infosys,BPO,Associate Data Analyst,,
2018-01-01,Philosophy,PAVITHRAN,Student03355,UG,Male,No,Infosys,BPO,Associate Data Analyst,,
2018-01-01,Philosophy,PAWAN KRIPALANI,Student03356,UG,Male,No,Infosys,BPO,Associate Data Analyst,,
2018-01-01,Philosophy,PAWAN KUMAN,Student03357,UG,Male,No,Infosys,BPO,Associate Data Analyst,,
2018-01-01,Philosophy,PERALA,Student03360,UG,Male,No,Infosys,BPO,Associate Data Analyst,,
2018-01-01,Philosophy,PESI KARANI,Student03361,UG,Male,No,Infosys,BPO,Associate Data Analyst,,
2018-01-01,Philosophy,PINAKI BHUSHAN MUKHERJI,Student03364,UG,Male,No,Infosys,BPO,Associate Data Analyst,,
2018-01-01,Philosophy,PIYUSH SHARMA,Student03369,UG,Male,No,Infosys,BPO,Associate Data Analyst,,
2018-01-01,Philosophy,POONAM DASGUPTA,Student03371,UG,Male,No,Infosys,BPO,Associate Data Analyst,,
2018-01-01,Philosophy,PRABHAKAR PENDHKAR,Student03374,UG,Male,No,Infosys,BPO,Associate Data Analyst,,
2018-01-01,Philosophy,PRABHU DEVA,Student03379,UG,Male,No,Infosys,BPO,Associate Data Analyst,,
2018-01-01,Philosophy,PRADEEP CHANDRA,Student03381,UG,Male,No,Infosys,BPO,Associate Data Analyst,,
2018-01-01,Philosophy,PRADEEP HOODA,Student03382,UG,Male,No,Infosys,BPO,Associate Data Analyst,,
2018-01-01,Philosophy,PRADEEP KHANNA,Student03383,UG,Male,No,Infosys,BPO,Associate Data Analyst,,
2017-01-01,Philosophy,PRADEEP SARKAR,Student03386,UG,Male,No,Infosys,BPO,Associate Data Analyst,,
2017-01-01,Philosophy,PRAKASH KAPOOR,Student03393,UG,Male,No,Infosys,BPO,Associate Data Analyst,,
2017-01-01,Philosophy,PRAKASH MEHRA,Student03394,UG,Male,No,Infosys,BPO,Associate Data Analyst,,
2019-01-01,Economics,P.R.S. BABU,Student03397,PG,Male,No,BNY Mellon,BPO,Process Executive,,
2019-01-01,Economics,P.S. PRAKASH,Student03398,PG,Male,No,BNY Mellon,BPO,Process Executive,,
2019-01-01,Economics,PADAM KUMAR,Student03400,PG,Male,No,BNY Mellon,BPO,Process Executive,,
2017-01-01,Philosophy,PRAN,Student03401,UG,Male,No,Infosys,BPO,Associate Data Analyst,,
2019-01-01,Economics,PADMINI,Student03402,PG,Male,No,BNY Mellon,BPO,Process Executive,,
2019-01-01,Economics,PAN NALIN,Student03403,PG,Male,No,BNY Mellon,BPO,Process Executive,,
2019-01-01,Economics,PANKAJ JOHAR,Student03407,PG,Male,No,BNY Mellon,BPO,Process Executive,,
2019-01-01,Economics,PANKAJ KUMAR,Student03408,PG,Male,No,BNY Mellon,BPO,Process Executive,,
2017-01-01,Philosophy,PRASHANT NAIR,Student03409,UG,Male,No,Infosys,BPO,Associate Data Analyst,,
2019-01-01,Economics,PANKAJ PUROHIT,Student03411,PG,Male,No,BNY Mellon,BPO,Process Executive,,
2018-01-01,Philosophy,PRASHANT SEHGAL,Student03412,PG,Male,No,Infosys,BPO,Associate Data Analyst,,
2018-01-01,Philosophy,PRATAP BAROT,Student03415,PG,Male,No,Infosys,BPO,Associate Data Analyst,,
